code,product,desc,price
687,bi-directional,et eros vestibulum ac est lacinia,49.54
1567,Profit-focused,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,29.12
3291,algorithm,suscipit nulla elit ac nulla,39.7
6428,foreground,donec diam neque vestibulum eget vulputate ut ultrices,29.18
3594,Enhanced,sollicitudin ut suscipit a feugiat,57.72
7023,leverage,turpis nec euismod scelerisque quam turpis adipiscing,68.13
1279,Pre-emptive,id massa id nisl venenatis lacinia aenean,38.42
3805,software,vel est donec odio justo sollicitudin ut suscipit,87.84
2562,Intuitive,elementum ligula vehicula consequat morbi a,16.2
1513,archive,augue vestibulum ante ipsum primis in,61.65
1318,hardware,sit amet nunc viverra dapibus nulla,69.39
5653,capability,mollis molestie lorem quisque ut erat curabitur gravida nisi at,12.67
6300,cohesive,cum sociis natoque penatibus et magnis,39.97
4710,didactic,pede ac diam cras pellentesque volutpat,10.04
6080,directional,mattis egestas metus aenean fermentum,46.87
6653,incremental,velit vivamus vel nulla eget eros elementum,39.77
3968,Profit-focused,cras in purus eu magna vulputate luctus cum sociis natoque,22.18
9020,data-warehouse,in porttitor pede justo eu massa donec,5.02
5321,open architecture,nibh in lectus pellentesque at nulla,27.71
9546,product,rhoncus sed vestibulum sit amet,36.07
7313,Adaptive,porttitor lorem id ligula suspendisse ornare consequat,31.33
6663,web-enabled,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,76.49
3208,Multi-layered,ipsum primis in faucibus orci luctus et ultrices posuere,18.09
7181,web-enabled,ut nunc vestibulum ante ipsum primis in,59.9
3042,client-driven,turpis donec posuere metus vitae ipsum aliquam,94.27
1563,Fundamental,leo odio condimentum id luctus,8.61
6134,access,quam sollicitudin vitae consectetuer eget rutrum at,88.21
3965,bandwidth-monitored,tellus in sagittis dui vel nisl duis ac,61.49
1036,Automated,nullam sit amet turpis elementum ligula vehicula,36.93
4510,Virtual,libero ut massa volutpat convallis,62.66
8116,stable,gravida sem praesent id massa id nisl venenatis lacinia,88.98
1918,bandwidth-monitored,augue luctus tincidunt nulla mollis molestie lorem quisque ut,19.3
23,protocol,felis donec semper sapien a libero nam dui proin,14.32
5306,model,congue eget semper rutrum nulla nunc purus phasellus in felis,13.25
567,multi-tasking,justo in blandit ultrices enim lorem ipsum dolor sit amet,1.5
9016,Profound,suscipit ligula in lacus curabitur at ipsum ac tellus,7.38
181,portal,bibendum morbi non quam nec dui luctus,82.76
4733,disintermediate,nulla elit ac nulla sed,20.83
4460,Front-line,adipiscing molestie hendrerit at vulputate,37.94
3168,migration,venenatis non sodales sed tincidunt eu,41.84
5931,De-engineered,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,16.93
5877,Grass-roots,sed vel enim sit amet nunc,85.85
4683,Persevering,phasellus in felis donec semper sapien,37.78
5673,utilisation,semper sapien a libero nam dui proin leo,24.11
5530,Up-sized,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,1.18
8285,Advanced,sapien non mi integer ac neque duis,84.67
2427,real-time,odio cras mi pede malesuada in imperdiet et commodo vulputate,82.47
4792,Pre-emptive,malesuada in imperdiet et commodo vulputate justo in,22.4
7178,secondary,augue aliquam erat volutpat in,68.46
1036,Grass-roots,in lacus curabitur at ipsum ac,64.06
3090,array,vitae ipsum aliquam non mauris morbi non lectus aliquam sit,73.91
9323,open architecture,sed magna at nunc commodo placerat praesent,65.77
1607,middleware,ipsum primis in faucibus orci luctus et ultrices,97.47
1588,regional,vestibulum aliquet ultrices erat tortor sollicitudin mi,79.79
4691,radical,sapien non mi integer ac neque duis bibendum,73.5
3507,Customizable,rhoncus sed vestibulum sit amet cursus id turpis integer,31.0
962,didactic,porta volutpat quam pede lobortis,3.99
5141,workforce,magnis dis parturient montes nascetur ridiculus mus,87.07
6734,Compatible,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,87.52
7324,toolset,libero rutrum ac lobortis vel dapibus at,24.36
8823,Innovative,odio curabitur convallis duis consequat,71.2
7136,synergy,gravida nisi at nibh in hac,6.81
8707,methodology,erat fermentum justo nec condimentum neque sapien,31.65
2775,circuit,molestie hendrerit at vulputate vitae nisl aenean lectus,87.43
2886,Mandatory,diam id ornare imperdiet sapien urna,39.38
7799,system-worthy,dis parturient montes nascetur ridiculus mus etiam vel,6.84
5704,process improvement,vitae mattis nibh ligula nec,62.9
1980,bottom-line,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,84.31
533,Down-sized,mattis egestas metus aenean fermentum donec,26.76
5609,encryption,sapien sapien non mi integer,61.78
6040,Total,felis sed interdum venenatis turpis enim,31.69
5930,application,nec condimentum neque sapien placerat ante nulla,9.9
8649,interactive,id luctus nec molestie sed justo pellentesque,91.0
9949,product,at nulla suspendisse potenti cras in purus eu magna,11.71
5151,Persistent,duis at velit eu est congue elementum in hac,82.34
9850,Switchable,quis turpis eget elit sodales,6.59
2203,knowledge base,rhoncus aliquam lacus morbi quis tortor,32.76
5549,emulation,vel accumsan tellus nisi eu orci mauris lacinia sapien quis,69.51
3098,didactic,nulla sed accumsan felis ut at dolor quis,16.63
5392,Advanced,elementum ligula vehicula consequat morbi,39.35
4747,regional,in libero ut massa volutpat convallis morbi odio,55.4
6669,incremental,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,74.92
3429,Synergized,turpis donec posuere metus vitae ipsum aliquam,96.18
3724,adapter,sit amet consectetuer adipiscing elit proin interdum mauris,34.37
6811,function,est congue elementum in hac,64.85
9471,24/7,viverra eget congue eget semper rutrum nulla nunc purus,63.06
9474,fault-tolerant,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,99.14
2391,analyzing,ligula pellentesque ultrices phasellus id sapien in sapien,35.22
4630,definition,in imperdiet et commodo vulputate,56.03
2533,time-frame,eu interdum eu tincidunt in leo,87.95
790,Self-enabling,neque sapien placerat ante nulla justo aliquam quis turpis,49.56
4865,asymmetric,luctus ultricies eu nibh quisque id,95.3
7175,needs-based,morbi quis tortor id nulla ultrices aliquet,44.71
5036,orchestration,at ipsum ac tellus semper interdum mauris,63.27
564,infrastructure,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,85.74
4716,Triple-buffered,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,47.52
7919,product,vestibulum proin eu mi nulla,92.64
9259,holistic,ultrices aliquet maecenas leo odio condimentum id,3.5
4418,Multi-tiered,aliquam sit amet diam in magna bibendum,33.51
3591,Grass-roots,arcu sed augue aliquam erat,13.73
5409,Enhanced,eu massa donec dapibus duis,31.42
1304,portal,condimentum id luctus nec molestie sed,68.21
1868,productivity,nisi eu orci mauris lacinia sapien quis libero,73.51
5897,superstructure,ligula sit amet eleifend pede,2.55
1370,model,pede venenatis non sodales sed tincidunt eu felis fusce,58.14
1377,intranet,nunc vestibulum ante ipsum primis in,95.57
8874,Innovative,rutrum nulla tellus in sagittis dui vel,17.63
2314,Integrated,nullam orci pede venenatis non,40.31
5201,Horizontal,eu interdum eu tincidunt in leo maecenas pulvinar,62.09
3063,intranet,erat volutpat in congue etiam justo etiam,82.5
5667,Decentralized,sapien placerat ante nulla justo,14.23
1685,framework,velit vivamus vel nulla eget,95.9
4374,solution,quis odio consequat varius integer ac,39.76
8276,uniform,nullam porttitor lacus at turpis,2.55
3704,human-resource,convallis duis consequat dui nec nisi,3.98
2076,hub,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,89.83
7211,Innovative,nulla nisl nunc nisl duis bibendum felis sed,17.47
7091,human-resource,amet justo morbi ut odio cras mi,41.18
5943,Future-proofed,in quis justo maecenas rhoncus aliquam lacus,15.97
4050,forecast,sit amet turpis elementum ligula vehicula,5.99
6671,methodical,sem fusce consequat nulla nisl nunc nisl duis bibendum felis,94.83
1297,hierarchy,ante ipsum primis in faucibus orci,94.52
3604,protocol,elementum nullam varius nulla facilisi cras non velit nec,92.83
3861,demand-driven,consequat metus sapien ut nunc vestibulum ante ipsum,86.65
2570,tertiary,in felis eu sapien cursus vestibulum proin eu mi,40.96
6401,Expanded,tristique est et tempus semper est quam,74.03
9604,Re-contextualized,augue a suscipit nulla elit ac nulla sed vel enim,14.15
7799,Visionary,nec condimentum neque sapien placerat ante,29.02
1179,emulation,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,20.46
817,capacity,vestibulum ante ipsum primis in,6.98
7910,didactic,interdum mauris non ligula pellentesque ultrices phasellus id,36.61
465,adapter,porttitor lacus at turpis donec posuere metus vitae ipsum,29.97
1805,directional,elementum ligula vehicula consequat morbi a ipsum integer a,68.16
1302,Ergonomic,eros viverra eget congue eget semper rutrum nulla nunc purus,8.08
1821,throughput,libero nam dui proin leo odio porttitor,72.93
3250,context-sensitive,pede justo eu massa donec dapibus duis,43.2
7259,process improvement,hac habitasse platea dictumst maecenas ut massa quis augue,96.96
8029,eco-centric,non sodales sed tincidunt eu felis fusce posuere,1.55
8647,Synergistic,vel augue vestibulum rutrum rutrum neque aenean auctor gravida,26.6
7915,user-facing,felis donec semper sapien a libero nam dui proin leo,82.15
2854,Optional,volutpat eleifend donec ut dolor morbi vel,52.84
1730,didactic,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,16.39
7296,Persevering,sapien cursus vestibulum proin eu mi nulla,48.87
7982,context-sensitive,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,47.25
1470,optimal,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,62.64
5786,firmware,nulla dapibus dolor vel est donec odio justo sollicitudin,53.46
8992,migration,elit ac nulla sed vel enim sit amet nunc,14.15
9261,grid-enabled,lacinia eget tincidunt eget tempus,99.36
1439,homogeneous,bibendum morbi non quam nec dui luctus rutrum nulla,39.17
340,Graphical User Interface,molestie hendrerit at vulputate vitae nisl aenean,63.14
3072,cohesive,in consequat ut nulla sed accumsan felis ut,48.73
4862,contingency,mauris vulputate elementum nullam varius nulla facilisi cras non velit,96.35
4668,implementation,habitasse platea dictumst etiam faucibus cursus urna ut tellus,61.26
5426,Upgradable,est risus auctor sed tristique in tempus,32.51
4378,24/7,ut blandit non interdum in ante vestibulum ante ipsum primis,52.55
9158,customer loyalty,quam turpis adipiscing lorem vitae mattis nibh ligula nec,59.4
7449,time-frame,venenatis turpis enim blandit mi in porttitor,64.57
7741,Adaptive,pede lobortis ligula sit amet eleifend pede libero quis orci,15.18
9160,interactive,tempus vel pede morbi porttitor lorem id,5.57
8941,workforce,habitasse platea dictumst morbi vestibulum,1.78
1201,Virtual,amet consectetuer adipiscing elit proin interdum mauris non,29.18
5987,Centralized,neque sapien placerat ante nulla justo aliquam quis turpis eget,25.9
7677,holistic,pretium quis lectus suspendisse potenti,42.24
7523,Centralized,quam suspendisse potenti nullam porttitor lacus at turpis,43.75
9422,internet solution,sit amet cursus id turpis integer aliquet massa id,55.03
5865,asynchronous,vitae quam suspendisse potenti nullam,62.8
646,Ameliorated,ultrices erat tortor sollicitudin mi sit amet lobortis,95.82
8154,Sharable,libero quis orci nullam molestie,24.84
8609,installation,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,1.3
7035,analyzing,cubilia curae mauris viverra diam vitae quam suspendisse potenti,44.5
6856,User-friendly,ligula vehicula consequat morbi a ipsum integer a nibh in,70.16
7840,User-centric,ultrices vel augue vestibulum ante ipsum primis,58.45
3708,hardware,quam fringilla rhoncus mauris enim leo,67.24
515,installation,at velit vivamus vel nulla eget,52.37
2880,Multi-tiered,at ipsum ac tellus semper,68.06
2743,middleware,sed magna at nunc commodo placerat praesent blandit nam,1.58
3719,high-level,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,54.84
8230,Enterprise-wide,non quam nec dui luctus rutrum nulla tellus in,50.16
3294,Graphical User Interface,odio donec vitae nisi nam ultrices,90.01
9952,encompassing,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,76.3
2847,local area network,consequat ut nulla sed accumsan felis ut at dolor quis,73.42
6104,open system,cum sociis natoque penatibus et magnis,3.24
9455,Pre-emptive,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,25.67
1097,zero administration,parturient montes nascetur ridiculus mus etiam vel augue vestibulum,61.8
835,instruction set,ac tellus semper interdum mauris ullamcorper,55.0
4997,Managed,nulla tellus in sagittis dui vel nisl duis ac,76.98
8380,well-modulated,fermentum justo nec condimentum neque sapien placerat ante nulla,42.51
7279,analyzing,in faucibus orci luctus et ultrices posuere cubilia curae,8.19
4079,impactful,justo sollicitudin ut suscipit a feugiat,37.61
3080,Team-oriented,molestie lorem quisque ut erat curabitur gravida nisi at,79.22
8316,Quality-focused,nisl nunc rhoncus dui vel sem sed sagittis,98.24
9062,neutral,pharetra magna ac consequat metus sapien ut nunc vestibulum ante,57.16
3329,Synergized,eget nunc donec quis orci eget orci vehicula condimentum,55.31
120,even-keeled,adipiscing elit proin interdum mauris non ligula,77.21
6504,extranet,sapien in sapien iaculis congue,35.09
3639,content-based,porta volutpat erat quisque erat eros viverra,85.38
5191,architecture,nisi nam ultrices libero non,36.2
2171,throughput,cubilia curae mauris viverra diam vitae quam suspendisse,94.27
1660,Reverse-engineered,sapien cursus vestibulum proin eu mi nulla ac enim,86.42
9195,framework,in imperdiet et commodo vulputate justo in blandit,54.58
2252,Graphic Interface,elementum pellentesque quisque porta volutpat,2.48
4175,Object-based,pede justo eu massa donec dapibus,54.76
6483,Managed,dictumst morbi vestibulum velit id pretium iaculis diam erat,24.05
9320,multimedia,augue a suscipit nulla elit ac nulla sed vel,63.09
3585,Vision-oriented,vestibulum sit amet cursus id turpis,78.79
3868,Reverse-engineered,in tempus sit amet sem fusce,49.01
7462,bifurcated,non sodales sed tincidunt eu felis fusce,55.37
4376,Team-oriented,ipsum primis in faucibus orci,66.03
4490,policy,morbi ut odio cras mi pede malesuada,91.56
6406,neural-net,massa quis augue luctus tincidunt nulla mollis molestie,7.78
7305,archive,id nisl venenatis lacinia aenean sit amet justo morbi ut,98.34
6780,leading edge,ipsum primis in faucibus orci luctus et ultrices posuere,21.08
6997,projection,accumsan felis ut at dolor,41.11
93,Intuitive,varius nulla facilisi cras non velit nec nisi,23.38
3935,bi-directional,vestibulum sit amet cursus id turpis integer,83.41
4352,Phased,nulla ut erat id mauris vulputate elementum,88.27
4153,eco-centric,erat volutpat in congue etiam justo etiam,56.31
1654,Enterprise-wide,blandit ultrices enim lorem ipsum dolor sit amet,19.26
3544,Front-line,at vulputate vitae nisl aenean lectus,81.94
8541,human-resource,diam id ornare imperdiet sapien urna pretium,83.69
9733,Cloned,lobortis est phasellus sit amet erat nulla tempus,36.42
3205,user-facing,id ornare imperdiet sapien urna pretium nisl ut volutpat,38.86
4384,modular,luctus rutrum nulla tellus in,99.52
4944,forecast,nulla sed accumsan felis ut at dolor quis odio consequat,50.32
7437,6th generation,volutpat dui maecenas tristique est et tempus,10.53
2616,alliance,eget tempus vel pede morbi porttitor lorem id,47.86
6747,well-modulated,lorem vitae mattis nibh ligula nec sem,17.1
2034,migration,fusce consequat nulla nisl nunc nisl duis bibendum,29.42
1489,workforce,sapien urna pretium nisl ut volutpat sapien arcu sed augue,84.58
8657,Re-contextualized,habitasse platea dictumst morbi vestibulum velit id,94.38
6679,neural-net,vestibulum sed magna at nunc commodo,88.81
4749,project,congue etiam justo etiam pretium iaculis justo in hac habitasse,52.31
5028,static,volutpat dui maecenas tristique est et tempus,25.49
5776,Face to face,nisl ut volutpat sapien arcu sed augue,87.96
4150,asynchronous,in faucibus orci luctus et,8.5
7475,Progressive,nulla ut erat id mauris vulputate elementum nullam varius,88.4
4485,utilisation,porttitor id consequat in consequat ut nulla sed accumsan,27.05
6648,bottom-line,quis tortor id nulla ultrices aliquet maecenas leo,7.31
6217,hardware,molestie sed justo pellentesque viverra,15.63
1172,radical,nisl aenean lectus pellentesque eget nunc donec quis orci,37.32
4864,Networked,tempus vel pede morbi porttitor,47.7
6523,Grass-roots,at nunc commodo placerat praesent blandit nam,3.21
3478,success,volutpat quam pede lobortis ligula sit amet eleifend pede,35.96
4457,Progressive,turpis enim blandit mi in,64.62
9789,intranet,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,60.31
1502,Versatile,lacinia nisi venenatis tristique fusce congue,83.23
2475,Innovative,proin eu mi nulla ac enim in,59.11
5237,Upgradable,habitasse platea dictumst etiam faucibus cursus,75.92
2731,Inverse,turpis nec euismod scelerisque quam turpis adipiscing lorem,26.01
252,approach,lectus pellentesque at nulla suspendisse potenti cras in purus,75.31
6192,Front-line,amet cursus id turpis integer,13.82
2926,model,nunc commodo placerat praesent blandit,16.1
6837,discrete,etiam pretium iaculis justo in hac,26.66
3332,reciprocal,vel dapibus at diam nam tristique,40.16
9851,infrastructure,penatibus et magnis dis parturient montes nascetur ridiculus,59.88
5968,demand-driven,in tempor turpis nec euismod,96.87
6311,modular,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,69.5
2497,Secured,volutpat in congue etiam justo etiam pretium,47.48
5811,client-server,sed vel enim sit amet,52.16
8176,Profound,cras in purus eu magna vulputate luctus,81.57
8065,Intuitive,nam congue risus semper porta volutpat quam pede lobortis,27.3
3179,motivating,pretium iaculis diam erat fermentum,76.11
6530,uniform,turpis nec euismod scelerisque quam turpis adipiscing lorem,31.18
3893,Down-sized,consequat morbi a ipsum integer a nibh in quis justo,98.46
5602,responsive,enim lorem ipsum dolor sit,77.17
3314,Programmable,nec nisi volutpat eleifend donec ut dolor morbi,56.58
3791,Integrated,ultrices posuere cubilia curae donec pharetra,21.31
8602,eco-centric,laoreet ut rhoncus aliquet pulvinar,41.72
3767,Organized,est phasellus sit amet erat nulla,32.37
8180,help-desk,eleifend quam a odio in hac habitasse platea dictumst,72.06
4444,disintermediate,ut nunc vestibulum ante ipsum primis in faucibus orci,85.12
1725,Phased,nonummy maecenas tincidunt lacus at velit vivamus,6.41
4945,encryption,feugiat et eros vestibulum ac est lacinia,75.05
218,algorithm,augue vestibulum ante ipsum primis in faucibus orci luctus et,7.18
7585,disintermediate,convallis morbi odio odio elementum eu,50.66
8120,Polarised,montes nascetur ridiculus mus vivamus vestibulum,10.37
1623,project,faucibus orci luctus et ultrices posuere cubilia,30.84
1722,Customer-focused,id lobortis convallis tortor risus dapibus augue vel,45.97
6402,Monitored,molestie hendrerit at vulputate vitae nisl aenean,49.48
114,neural-net,lectus in est risus auctor sed tristique in tempus,93.56
9680,paradigm,lacus morbi quis tortor id nulla,62.78
9032,scalable,lectus aliquam sit amet diam in magna bibendum,13.03
9459,optimal,felis sed lacus morbi sem mauris laoreet ut rhoncus,61.59
5116,neutral,mollis molestie lorem quisque ut erat,44.6
7312,alliance,nec sem duis aliquam convallis nunc proin at turpis a,32.72
5993,bottom-line,turpis sed ante vivamus tortor,82.99
717,Vision-oriented,nullam porttitor lacus at turpis donec posuere,77.13
8654,clear-thinking,orci pede venenatis non sodales sed tincidunt eu felis,48.91
1183,implementation,orci luctus et ultrices posuere cubilia curae mauris viverra,57.83
5207,intangible,ante vestibulum ante ipsum primis in faucibus orci luctus et,17.83
1886,mission-critical,ultrices enim lorem ipsum dolor,86.29
5131,global,et ultrices posuere cubilia curae duis faucibus accumsan odio,94.0
3489,analyzer,nisi nam ultrices libero non mattis pulvinar,49.33
9386,Mandatory,fusce posuere felis sed lacus morbi sem,2.31
1293,Proactive,congue etiam justo etiam pretium iaculis justo in hac habitasse,97.97
870,modular,amet cursus id turpis integer aliquet massa id lobortis,66.89
6245,alliance,curae nulla dapibus dolor vel est donec odio,43.64
5264,Reduced,rhoncus sed vestibulum sit amet cursus id,98.27
444,firmware,mollis molestie lorem quisque ut erat curabitur gravida,81.76
9177,Inverse,blandit non interdum in ante vestibulum ante ipsum primis,54.85
8165,Future-proofed,maecenas pulvinar lobortis est phasellus sit amet,40.06
84,optimal,ut dolor morbi vel lectus in quam fringilla rhoncus,76.61
4734,Re-engineered,tristique in tempus sit amet sem fusce,72.51
4404,protocol,pellentesque ultrices phasellus id sapien,46.0
9330,Switchable,luctus tincidunt nulla mollis molestie,90.51
3978,hybrid,a pede posuere nonummy integer,9.8
2574,bifurcated,sapien sapien non mi integer ac,63.5
9883,Self-enabling,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,73.35
6735,background,vestibulum ante ipsum primis in faucibus orci,28.61
5436,Diverse,dictumst maecenas ut massa quis augue luctus,74.1
102,Fully-configurable,quis tortor id nulla ultrices aliquet,48.58
9493,Multi-tiered,ornare imperdiet sapien urna pretium nisl,16.47
1991,multi-state,elementum in hac habitasse platea dictumst,31.14
5092,Profound,nulla suspendisse potenti cras in purus eu magna vulputate luctus,83.64
3360,Mandatory,risus auctor sed tristique in,56.29
8234,Object-based,donec diam neque vestibulum eget vulputate ut,27.48
8789,solution-oriented,sem mauris laoreet ut rhoncus aliquet pulvinar sed,17.56
4953,Focused,aenean fermentum donec ut mauris,85.42
3240,Centralized,morbi porttitor lorem id ligula suspendisse ornare consequat lectus,53.56
9608,grid-enabled,erat nulla tempus vivamus in,83.49
2764,real-time,pretium iaculis diam erat fermentum justo,16.36
572,Grass-roots,in hac habitasse platea dictumst morbi vestibulum velit id,66.42
4870,challenge,erat fermentum justo nec condimentum neque,78.7
4618,regional,viverra eget congue eget semper,5.4
2360,Intuitive,varius ut blandit non interdum in ante vestibulum ante,70.49
3975,firmware,eget eros elementum pellentesque quisque porta,4.87
746,Seamless,nulla justo aliquam quis turpis eget elit sodales,69.44
3650,Sharable,potenti cras in purus eu,46.32
6001,client-driven,in sapien iaculis congue vivamus metus arcu adipiscing molestie,9.85
634,analyzing,eget eleifend luctus ultricies eu nibh quisque id,50.19
7234,emulation,libero ut massa volutpat convallis morbi odio odio elementum,19.2
9484,Public-key,dui vel nisl duis ac nibh fusce lacus purus,6.16
2303,Public-key,cubilia curae mauris viverra diam vitae,31.78
1828,Team-oriented,ipsum primis in faucibus orci luctus et,80.4
9800,Managed,curabitur at ipsum ac tellus semper interdum mauris,49.32
6996,Reduced,augue aliquam erat volutpat in,51.92
5909,Universal,dui luctus rutrum nulla tellus in sagittis dui,49.61
9586,modular,tristique in tempus sit amet sem fusce,93.25
4322,software,justo pellentesque viverra pede ac diam,73.99
4318,Vision-oriented,molestie hendrerit at vulputate vitae nisl,64.96
6149,extranet,quisque erat eros viverra eget congue eget semper rutrum nulla,97.29
477,Robust,nullam sit amet turpis elementum,47.36
2319,human-resource,magna vestibulum aliquet ultrices erat,78.11
3089,web-enabled,luctus et ultrices posuere cubilia curae mauris,34.21
2341,help-desk,ac leo pellentesque ultrices mattis odio donec vitae nisi nam,6.26
4437,database,mi in porttitor pede justo eu massa donec dapibus,43.63
4405,Persistent,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,66.45
9709,website,ac lobortis vel dapibus at diam,91.64
9581,Inverse,nec dui luctus rutrum nulla tellus in sagittis dui,37.68
7946,didactic,nulla quisque arcu libero rutrum ac lobortis vel dapibus,3.55
4737,heuristic,cum sociis natoque penatibus et magnis,60.05
7450,global,vitae quam suspendisse potenti nullam porttitor lacus at turpis,72.98
5500,Face to face,libero non mattis pulvinar nulla pede ullamcorper,53.77
2856,internet solution,interdum mauris non ligula pellentesque,93.09
1166,zero defect,aliquet maecenas leo odio condimentum id luctus nec,17.58
7542,radical,feugiat non pretium quis lectus suspendisse potenti in eleifend,26.57
842,client-server,tempus vivamus in felis eu sapien cursus,26.02
8681,Organized,eu nibh quisque id justo sit amet,81.72
6520,help-desk,cursus id turpis integer aliquet,70.6
6716,well-modulated,risus auctor sed tristique in tempus,71.26
8231,asynchronous,vestibulum eget vulputate ut ultrices vel,96.92
3966,concept,metus aenean fermentum donec ut mauris eget massa,99.19
581,Optional,lorem integer tincidunt ante vel ipsum praesent blandit lacinia,35.46
2436,zero defect,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,29.33
4459,zero tolerance,posuere cubilia curae mauris viverra diam vitae,13.43
4193,matrices,potenti nullam porttitor lacus at,20.07
3232,website,vivamus in felis eu sapien cursus vestibulum proin eu mi,95.2
4497,Graphical User Interface,vivamus tortor duis mattis egestas metus aenean fermentum donec,43.44
9230,multi-tasking,ultrices posuere cubilia curae mauris,12.77
9297,Pre-emptive,sodales sed tincidunt eu felis fusce posuere felis sed,90.35
3404,architecture,eu interdum eu tincidunt in,55.83
4815,Robust,augue vestibulum ante ipsum primis in faucibus orci,26.73
7127,mission-critical,platea dictumst morbi vestibulum velit id pretium iaculis diam erat,31.56
5608,Operative,rhoncus aliquet pulvinar sed nisl nunc rhoncus,70.48
7078,stable,dictumst morbi vestibulum velit id pretium iaculis diam,77.49
3079,Secured,orci luctus et ultrices posuere,85.04
9712,zero defect,mauris vulputate elementum nullam varius nulla facilisi,84.21
5680,Grass-roots,vestibulum ac est lacinia nisi venenatis,17.52
6237,24 hour,praesent blandit lacinia erat vestibulum sed,84.23
4040,groupware,turpis sed ante vivamus tortor duis mattis,81.08
6462,Operative,vehicula consequat morbi a ipsum integer a nibh in,53.21
1251,Exclusive,consequat nulla nisl nunc nisl duis,45.98
206,motivating,commodo vulputate justo in blandit ultrices enim,96.95
7718,responsive,vel lectus in quam fringilla rhoncus,12.01
611,full-range,vivamus tortor duis mattis egestas,57.33
1378,Synchronised,morbi odio odio elementum eu interdum eu,7.97
7632,uniform,quis justo maecenas rhoncus aliquam lacus morbi quis,56.36
5838,knowledge base,praesent id massa id nisl venenatis lacinia aenean sit amet,68.37
5881,Up-sized,et magnis dis parturient montes,21.19
3981,support,pede venenatis non sodales sed tincidunt eu felis,8.8
3653,coherent,curabitur at ipsum ac tellus semper,44.1
7649,clear-thinking,convallis tortor risus dapibus augue vel,39.95
8358,Graphic Interface,phasellus id sapien in sapien iaculis congue vivamus,50.66
7993,needs-based,bibendum morbi non quam nec dui luctus rutrum,94.12
8078,core,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,24.9
7810,mobile,volutpat convallis morbi odio odio elementum,42.06
183,functionalities,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,4.53
5696,moratorium,sapien quis libero nullam sit amet turpis elementum,89.03
4069,Customer-focused,quam sapien varius ut blandit non interdum,51.64
7573,system engine,lacus at velit vivamus vel nulla eget eros elementum pellentesque,32.14
5864,attitude-oriented,sapien a libero nam dui proin leo,78.62
8636,background,sit amet erat nulla tempus vivamus,30.42
1571,Fundamental,erat vestibulum sed magna at nunc,33.85
7319,attitude,nullam porttitor lacus at turpis,28.63
9201,Triple-buffered,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,39.42
5006,Fundamental,pretium nisl ut volutpat sapien arcu sed augue,56.53
1780,well-modulated,pellentesque viverra pede ac diam cras pellentesque volutpat dui,56.88
7644,functionalities,morbi non lectus aliquam sit amet,82.22
5425,collaboration,ante ipsum primis in faucibus orci luctus et ultrices posuere,97.0
3920,project,tincidunt ante vel ipsum praesent blandit lacinia erat,13.55
2171,service-desk,sed nisl nunc rhoncus dui vel sem sed sagittis,49.19
8582,national,leo maecenas pulvinar lobortis est phasellus sit,38.07
4926,alliance,amet cursus id turpis integer aliquet massa id lobortis convallis,5.3
1258,functionalities,placerat ante nulla justo aliquam,24.42
8425,radical,et ultrices posuere cubilia curae mauris viverra diam,64.62
7362,scalable,sit amet sem fusce consequat nulla nisl,56.33
6760,Object-based,lorem ipsum dolor sit amet consectetuer adipiscing elit proin,5.51
2479,Graphic Interface,metus sapien ut nunc vestibulum ante ipsum,48.29
4066,Configurable,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,9.74
7927,access,viverra pede ac diam cras,4.4
2544,Diverse,non mauris morbi non lectus aliquam sit amet diam in,6.89
1812,human-resource,magna vulputate luctus cum sociis,17.63
401,needs-based,luctus et ultrices posuere cubilia,98.05
375,Extended,interdum mauris non ligula pellentesque ultrices phasellus id,30.68
