code,date,clientID,resTaxID,status
58900,2018-03-05 12:22:32,74834,4970,REQUESTED
70619,2020-01-06 15:21:05,23577,79846,REQUESTED
790391,2017-11-25 12:46:11,59520,6046,DELIVERED
28717,2018-04-27 07:32:45,98008,72806,IN_PROCESS
746061,2018-09-19 03:56:18,51261,3111,IN_PROCESS
5327,2017-11-09 21:35:27,50194,52536,REQUESTED
193846,2018-04-11 12:52:02,38164,45470,DELIVERED
46754,2018-10-18 23:40:22,86964,80627,REQUESTED
410118,2018-10-18 12:04:28,4097,49368,SHIPPED
531526,2019-04-22 06:50:29,66135,68831,SHIPPED
471625,2018-04-14 20:33:13,88441,82981,SHIPPED
838780,2018-05-29 03:12:02,91196,52375,IN_PROCESS
950890,2018-05-16 13:10:35,14339,21924,DELIVERED
864728,2018-05-18 10:02:16,26812,1311,DELIVERED
275567,2018-07-06 18:52:57,3528,49150,DELIVERED
715383,2019-06-27 17:18:03,30557,30175,SHIPPED
720520,2019-10-30 20:57:37,92652,60906,DELIVERED
446848,2018-06-27 08:02:36,37208,68998,REQUESTED
276894,2019-03-19 05:17:07,20026,15737,DELIVERED
103564,2018-09-26 16:15:43,8635,71329,REQUESTED
355237,2017-11-12 15:59:01,11536,95517,DELIVERED
684794,2019-08-18 14:54:14,36179,12649,DELIVERED
113148,2019-01-08 15:58:12,7058,81544,REQUESTED
366714,2020-05-01 00:19:52,52655,91496,DELIVERED
921530,2017-10-16 17:24:27,40505,64120,DELIVERED
102464,2017-11-18 00:51:12,52573,29574,SHIPPED
515909,2018-03-04 21:46:00,67774,53917,SHIPPED
941947,2020-04-04 18:25:27,72521,97933,IN_PROCESS
345097,2018-07-25 01:24:01,39575,22508,IN_PROCESS
385498,2017-12-31 17:26:55,61655,12408,SHIPPED
187274,2020-09-24 17:53:07,49438,12032,SHIPPED
493563,2020-08-18 15:26:11,82379,21627,IN_PROCESS
367462,2018-06-20 09:50:48,22312,98789,DELIVERED
905667,2018-02-24 10:15:04,43275,28600,REQUESTED
837133,2019-03-23 10:23:54,30745,8225,REQUESTED
668336,2020-03-21 20:55:36,69810,99701,REQUESTED
242723,2019-03-20 18:43:15,21582,67147,DELIVERED
751051,2019-01-14 10:49:39,10042,56675,SHIPPED
897101,2020-04-28 00:37:06,96571,46951,IN_PROCESS
804686,2018-03-05 08:39:14,79764,8832,DELIVERED
101888,2018-06-02 03:06:53,11691,78103,IN_PROCESS
403997,2018-04-02 05:45:01,59053,94563,DELIVERED
311857,2017-11-01 07:25:13,39468,68776,IN_PROCESS
486462,2019-06-30 02:26:35,61515,66238,SHIPPED
700512,2020-01-06 10:15:09,17495,86031,SHIPPED
125831,2019-08-19 05:13:41,53803,13365,REQUESTED
803869,2020-05-20 00:59:20,68670,1488,REQUESTED
647428,2019-01-01 01:44:39,6911,35425,IN_PROCESS
393458,2019-07-13 07:57:28,29640,82445,DELIVERED
861454,2018-01-09 13:48:28,66115,79706,IN_PROCESS
880598,2020-01-09 03:40:03,97964,84279,SHIPPED
410582,2018-12-21 21:11:13,78428,89726,DELIVERED
912137,2020-08-22 13:40:53,50494,5436,SHIPPED
665714,2019-06-05 13:33:31,81421,96856,REQUESTED
308787,2020-05-27 08:12:07,20786,97289,IN_PROCESS
375709,2017-11-25 09:09:19,42090,90520,IN_PROCESS
879436,2018-02-10 19:14:21,69345,42383,IN_PROCESS
494435,2019-06-02 07:07:42,94773,20470,DELIVERED
875117,2020-06-01 00:24:42,13532,65886,REQUESTED
54631,2019-02-23 18:59:51,66077,41124,IN_PROCESS
942202,2019-02-20 05:08:34,7249,36276,IN_PROCESS
979776,2018-10-12 12:37:03,80770,64059,REQUESTED
60646,2020-07-15 16:10:08,94127,48236,SHIPPED
876829,2019-01-06 21:56:32,56142,24546,SHIPPED
490032,2020-06-24 01:58:46,16895,47963,REQUESTED
385933,2019-03-17 02:58:16,11153,96923,SHIPPED
45848,2020-05-02 17:16:31,12751,24620,IN_PROCESS
795672,2017-12-15 13:26:34,35939,64363,SHIPPED
618811,2020-07-09 00:07:59,12450,46288,IN_PROCESS
899835,2017-11-13 12:52:30,60596,72988,SHIPPED
767530,2020-05-03 02:43:54,4592,18804,DELIVERED
394961,2018-08-30 23:54:03,2364,12474,DELIVERED
173721,2018-12-22 10:50:51,28396,5683,IN_PROCESS
91197,2019-09-11 20:54:26,33536,90819,IN_PROCESS
188220,2020-07-23 01:13:24,40453,95262,DELIVERED
268035,2020-03-24 20:17:45,63606,93691,IN_PROCESS
832632,2019-07-01 10:49:44,65918,13425,REQUESTED
832714,2019-11-18 01:12:04,20168,77308,REQUESTED
816528,2018-05-14 00:52:20,80738,33214,DELIVERED
294474,2018-02-28 20:54:44,90298,6235,IN_PROCESS
984744,2019-12-22 12:59:42,93660,16085,SHIPPED
627947,2018-01-08 20:27:38,26501,87694,REQUESTED
750822,2020-03-02 18:25:05,21898,51077,IN_PROCESS
645215,2017-11-10 09:57:02,24485,32043,DELIVERED
842718,2017-11-30 05:10:46,78624,52427,IN_PROCESS
611304,2019-03-07 10:09:40,38480,91977,SHIPPED
704318,2019-02-11 11:44:39,98507,80598,IN_PROCESS
200515,2020-09-07 16:46:28,19727,57221,SHIPPED
297772,2018-12-17 22:09:28,49069,52875,REQUESTED
492759,2017-12-17 06:12:41,12630,20078,SHIPPED
928300,2018-02-19 14:26:08,76760,68151,DELIVERED
764295,2019-11-15 21:25:30,95459,12801,REQUESTED
599026,2020-09-14 16:14:04,68221,13718,REQUESTED
768430,2020-04-15 12:37:40,24990,21592,IN_PROCESS
863753,2020-03-17 08:20:42,55186,83939,DELIVERED
421169,2018-01-18 07:05:09,62723,48183,DELIVERED
123003,2019-02-20 23:53:54,36016,94078,DELIVERED
660645,2019-11-14 14:34:40,29206,89545,SHIPPED
235509,2019-04-23 07:24:54,75847,70606,IN_PROCESS
307403,2017-12-24 12:51:38,59967,89502,REQUESTED
4251,2018-05-11 14:50:13,33976,90116,IN_PROCESS
413455,2019-04-08 08:23:30,61787,23507,SHIPPED
316213,2018-06-28 00:50:19,71233,49647,SHIPPED
972623,2018-04-13 20:45:46,81648,25043,IN_PROCESS
458451,2017-11-24 12:16:46,43257,13910,DELIVERED
150857,2018-03-14 19:50:32,93157,62039,DELIVERED
215895,2018-09-06 13:49:23,77548,29451,REQUESTED
76451,2018-09-16 13:47:43,20703,47933,SHIPPED
555618,2018-08-11 12:09:04,67422,93753,SHIPPED
702236,2019-01-12 18:19:19,99798,93476,SHIPPED
577498,2018-03-20 23:50:17,93397,90877,REQUESTED
114927,2020-08-15 02:47:53,93525,9911,SHIPPED
766302,2020-01-09 23:12:16,94911,15477,REQUESTED
736049,2019-11-14 21:26:17,67128,19060,DELIVERED
162362,2020-06-26 22:09:45,53612,40413,IN_PROCESS
685204,2020-01-30 22:16:33,19832,60112,SHIPPED
253063,2019-03-03 02:32:57,80525,82622,IN_PROCESS
981349,2020-06-03 03:56:55,26103,98014,IN_PROCESS
744721,2019-02-16 06:47:12,23811,69802,DELIVERED
603983,2018-08-25 04:57:23,69668,87708,IN_PROCESS
381483,2020-09-01 03:22:54,97692,14752,REQUESTED
782762,2019-08-21 22:32:36,42463,16723,REQUESTED
958844,2018-10-16 03:46:15,44171,10194,DELIVERED
20831,2020-07-27 08:10:25,21830,85853,IN_PROCESS
165451,2019-12-27 08:12:22,22734,35437,SHIPPED
604668,2020-04-30 15:47:55,27431,61562,DELIVERED
585114,2018-04-11 17:08:06,89198,45785,SHIPPED
982450,2018-10-28 23:54:28,43977,57719,REQUESTED
712866,2018-02-17 23:33:23,56686,18161,REQUESTED
778593,2019-04-13 22:36:05,79563,75714,DELIVERED
733203,2019-08-18 11:30:39,57451,25017,SHIPPED
102055,2020-09-01 04:03:43,93287,38772,IN_PROCESS
396517,2018-11-14 15:28:44,14643,78494,REQUESTED
963419,2018-01-10 14:25:10,98365,27151,REQUESTED
969347,2018-05-09 04:51:54,87857,89379,SHIPPED
961734,2018-03-25 07:16:00,60512,62558,SHIPPED
729953,2018-12-22 16:31:37,42553,44247,SHIPPED
737838,2019-01-12 02:51:07,97375,3034,REQUESTED
923060,2020-06-19 20:33:30,12362,68505,SHIPPED
278979,2019-06-12 07:53:29,83212,22908,SHIPPED
931547,2020-03-18 22:59:26,83623,82555,SHIPPED
277212,2017-10-26 10:02:01,28775,40802,SHIPPED
9510,2018-10-03 06:17:36,58420,291,REQUESTED
941418,2019-01-06 05:19:43,79640,79273,IN_PROCESS
516535,2019-07-01 00:09:11,20896,26389,REQUESTED
960123,2018-04-06 10:54:09,42161,88236,SHIPPED
123704,2019-03-06 12:56:16,10524,56262,IN_PROCESS
637727,2018-02-28 09:26:26,60614,32297,REQUESTED
883946,2019-06-18 14:46:35,68190,61291,SHIPPED
165213,2020-01-29 23:48:40,66047,15764,SHIPPED
611945,2017-10-09 05:05:35,57194,30272,IN_PROCESS
631677,2019-12-31 18:27:51,74418,36018,SHIPPED
982685,2019-07-20 05:49:03,5727,12590,SHIPPED
220235,2018-05-20 20:28:22,93337,20622,IN_PROCESS
296813,2018-01-14 04:27:57,19700,69343,REQUESTED
732444,2020-02-24 15:43:35,43011,41978,SHIPPED
346668,2020-03-14 08:25:33,57498,26634,DELIVERED
120205,2018-03-30 17:24:51,71249,25189,SHIPPED
940466,2019-05-23 04:53:55,88618,33970,REQUESTED
689054,2018-11-30 14:35:44,33186,24361,IN_PROCESS
445487,2020-05-27 04:19:26,63651,42529,DELIVERED
615737,2018-03-14 01:22:17,69050,65264,REQUESTED
498177,2018-12-04 02:16:44,89902,35967,REQUESTED
516154,2020-01-19 06:48:35,52091,73705,IN_PROCESS
823522,2019-04-30 20:49:47,62780,95399,IN_PROCESS
257416,2019-12-21 21:19:56,78142,33939,REQUESTED
357949,2017-10-25 01:46:48,2603,94062,SHIPPED
63454,2019-08-18 22:54:48,53137,86844,SHIPPED
657749,2018-07-10 22:31:43,98824,41201,DELIVERED
890520,2017-10-29 00:22:06,6853,90980,SHIPPED
72312,2018-10-15 21:25:39,34521,41410,SHIPPED
111565,2018-10-02 19:57:01,82701,10672,IN_PROCESS
607049,2018-03-23 20:06:47,22140,42818,SHIPPED
419667,2020-05-07 17:51:11,42462,77318,REQUESTED
917029,2019-08-13 07:24:01,67511,18479,IN_PROCESS
687459,2018-03-24 07:17:33,59065,25962,IN_PROCESS
558081,2019-06-11 01:31:59,72264,3077,REQUESTED
78095,2017-12-07 23:36:26,87023,61496,SHIPPED
957535,2018-08-25 14:18:01,53354,2521,REQUESTED
727088,2017-11-08 16:57:23,77549,21565,SHIPPED
978478,2020-03-25 03:29:50,65154,58958,IN_PROCESS
771994,2020-09-21 15:21:44,4543,84561,IN_PROCESS
386807,2017-10-13 17:08:15,12655,12407,SHIPPED
743923,2019-09-13 07:39:20,83811,86443,DELIVERED
667147,2018-04-26 18:10:11,6004,77991,DELIVERED
939631,2017-12-13 18:29:57,39263,81821,IN_PROCESS
942249,2018-12-06 23:00:57,94175,18550,REQUESTED
112207,2018-07-22 01:01:13,88430,24807,IN_PROCESS
21302,2018-03-14 03:01:24,73226,87803,SHIPPED
735152,2019-01-25 19:14:55,91807,3292,DELIVERED
583765,2018-05-13 05:10:15,81691,72120,DELIVERED
729499,2019-12-21 08:26:14,69772,25885,REQUESTED
980764,2018-01-17 20:33:21,40377,40096,SHIPPED
958050,2017-12-13 06:56:08,68430,97006,SHIPPED
27308,2019-12-26 00:09:40,84712,28721,REQUESTED
797844,2019-08-02 16:08:39,14957,46548,DELIVERED
409973,2018-09-03 20:01:17,39894,3560,REQUESTED
195253,2019-11-27 04:44:40,62114,12318,DELIVERED
777367,2018-05-05 21:56:27,94297,77566,DELIVERED
413375,2018-03-21 17:02:49,88363,49880,SHIPPED
794645,2019-03-18 05:30:08,10819,6076,SHIPPED
828905,2019-09-21 06:46:44,1023,23281,SHIPPED
496079,2019-04-09 21:59:45,14590,96712,REQUESTED
952881,2020-06-14 03:29:01,10805,56456,SHIPPED
860429,2019-10-15 11:37:32,66160,40703,REQUESTED
784955,2019-01-14 02:12:42,88963,52306,IN_PROCESS
264006,2020-06-16 05:34:08,82504,43550,DELIVERED
615849,2018-12-27 13:57:44,45760,62845,SHIPPED
952371,2018-04-22 02:20:38,8962,24981,REQUESTED
299372,2020-09-14 18:42:44,44173,23492,REQUESTED
394553,2020-09-20 05:18:33,42665,97590,REQUESTED
765824,2018-12-20 23:24:36,52291,72708,REQUESTED
444414,2018-02-25 17:53:08,43531,5296,DELIVERED
462205,2019-03-12 06:48:14,2807,5170,DELIVERED
175348,2019-05-28 17:00:27,43271,34574,SHIPPED
478784,2020-06-30 15:29:22,36481,4170,SHIPPED
254626,2020-06-26 03:15:45,69040,20957,SHIPPED
357829,2018-12-19 18:52:27,71958,14308,REQUESTED
881043,2020-04-20 21:38:51,66521,9327,DELIVERED
635067,2020-06-16 00:24:17,9471,85485,DELIVERED
912986,2019-06-09 07:12:07,57509,48635,IN_PROCESS
313464,2018-09-01 21:32:00,57539,60870,REQUESTED
731505,2018-01-02 02:38:31,11785,42677,REQUESTED
405890,2018-06-05 09:10:11,34775,31862,IN_PROCESS
558107,2020-03-30 00:28:50,15209,61863,IN_PROCESS
762590,2019-10-03 04:33:14,74723,66042,REQUESTED
150852,2017-10-04 02:16:46,42705,72038,SHIPPED
863597,2020-08-17 22:25:56,21638,16312,IN_PROCESS
373620,2020-03-22 13:37:16,76815,31353,IN_PROCESS
353987,2019-06-12 05:44:05,57367,10182,REQUESTED
192911,2018-02-07 07:01:11,2199,64300,DELIVERED
999260,2017-10-29 13:07:55,51692,3989,REQUESTED
285465,2019-09-06 22:10:37,19181,31482,SHIPPED
213864,2020-04-02 02:03:04,65971,8531,REQUESTED
374589,2020-02-25 23:12:24,76124,30979,DELIVERED
385784,2020-09-11 01:39:36,77710,9122,REQUESTED
125301,2019-08-08 08:03:49,98663,71864,IN_PROCESS
770978,2018-09-26 00:53:51,56684,76267,REQUESTED
889679,2020-08-25 18:20:47,93513,94810,IN_PROCESS
472182,2019-12-14 00:23:40,85171,23028,SHIPPED
942338,2018-11-05 18:21:10,90384,4138,SHIPPED
325154,2018-07-13 19:25:30,35750,81136,DELIVERED
151090,2017-11-20 02:35:43,19983,78977,DELIVERED
465551,2019-05-06 09:52:53,70074,59758,SHIPPED
679078,2018-09-29 05:44:08,81365,70120,SHIPPED
859671,2020-03-28 18:37:01,29599,67001,IN_PROCESS
181200,2019-08-08 17:00:17,42373,4772,DELIVERED
437586,2019-11-07 17:43:30,38434,7573,REQUESTED
658883,2018-12-20 01:39:34,7986,85099,REQUESTED
911139,2020-09-11 23:47:22,98134,9762,REQUESTED
690269,2019-06-06 01:25:47,60731,90059,IN_PROCESS
410652,2018-05-31 12:37:19,82941,40660,SHIPPED
172868,2018-05-01 23:38:13,24912,93051,IN_PROCESS
102753,2020-01-16 05:49:02,31777,63791,SHIPPED
678661,2018-11-19 18:51:19,43574,94995,IN_PROCESS
875271,2020-05-06 08:27:34,90138,10190,REQUESTED
583495,2017-12-09 06:25:53,48760,52982,IN_PROCESS
552220,2017-10-20 20:23:26,78980,31571,REQUESTED
197873,2018-12-07 20:56:12,5942,90878,IN_PROCESS
284389,2018-12-13 06:15:04,3099,60252,SHIPPED
678774,2018-12-15 13:30:56,30861,64685,SHIPPED
696598,2019-01-11 17:26:24,59596,20174,SHIPPED
2776,2020-03-25 11:15:26,95052,37785,DELIVERED
429628,2020-08-21 05:14:01,46891,58355,REQUESTED
211456,2020-05-25 06:47:04,16956,40796,REQUESTED
425706,2018-01-03 11:17:29,14760,38751,IN_PROCESS
270621,2019-03-03 17:43:32,94165,80037,DELIVERED
110529,2019-12-10 01:04:08,84511,7259,IN_PROCESS
836199,2020-03-05 09:58:42,14437,14446,IN_PROCESS
754893,2019-10-13 04:01:20,22376,16463,SHIPPED
826976,2018-08-25 04:59:41,10315,98187,DELIVERED
315170,2020-08-23 04:05:46,40961,80279,SHIPPED
35841,2018-06-10 13:46:17,76454,32731,IN_PROCESS
702508,2018-11-29 03:06:57,64634,18269,REQUESTED
642848,2018-04-12 14:50:59,92433,63760,IN_PROCESS
773941,2020-01-17 21:04:34,92246,79625,DELIVERED
952947,2017-11-05 06:35:31,26330,70700,DELIVERED
100079,2019-01-28 15:18:14,21933,85862,REQUESTED
854695,2019-08-01 23:15:45,57509,48674,IN_PROCESS
495430,2019-11-11 01:02:48,85893,77111,REQUESTED
501587,2020-07-27 01:53:49,19605,32219,REQUESTED
416176,2019-01-21 17:45:54,81989,34007,REQUESTED
262125,2019-05-09 01:27:36,73790,34268,DELIVERED
300210,2019-03-24 00:05:51,36079,37307,SHIPPED
123795,2020-03-26 10:41:21,56269,85938,SHIPPED
615730,2018-04-15 01:50:45,84461,25346,SHIPPED
142598,2019-04-27 09:01:32,67178,96554,SHIPPED
238810,2018-09-22 23:54:39,8247,61283,SHIPPED
204739,2019-06-12 23:11:52,10182,99321,REQUESTED
821856,2019-06-21 13:24:40,39651,36533,IN_PROCESS
867357,2019-02-02 08:36:27,71193,16563,SHIPPED
398139,2019-03-31 23:19:01,3401,30102,IN_PROCESS
517108,2018-11-09 03:04:56,63274,38218,SHIPPED
845981,2017-10-31 08:29:06,79375,81068,IN_PROCESS
872173,2018-12-17 13:08:18,70197,66039,DELIVERED
407020,2020-02-20 10:57:34,81902,21136,SHIPPED
202868,2020-01-30 23:09:49,58555,98208,REQUESTED
249960,2019-05-09 06:37:07,96737,63917,DELIVERED
340978,2018-01-28 02:33:05,11234,18630,SHIPPED
652941,2019-07-26 09:56:59,80037,54392,SHIPPED
907002,2020-08-18 20:30:48,26083,52030,IN_PROCESS
835591,2020-02-16 22:53:56,6673,65882,REQUESTED
542816,2020-03-20 22:33:45,27524,32875,REQUESTED
945532,2017-10-22 11:08:14,4176,83626,REQUESTED
911099,2019-11-08 01:09:37,27070,24722,REQUESTED
812784,2018-08-01 03:59:13,52176,4024,DELIVERED
664053,2019-10-31 22:55:40,43320,33979,DELIVERED
952869,2018-12-14 15:41:40,5138,16776,DELIVERED
4856,2019-11-23 04:34:16,30738,47630,SHIPPED
202381,2018-12-23 00:37:45,70841,24906,SHIPPED
107513,2019-11-28 13:28:48,26323,49416,DELIVERED
694355,2020-03-13 21:58:17,24171,29671,DELIVERED
998465,2018-01-04 07:45:04,37818,91685,SHIPPED
805340,2018-04-10 16:05:54,2634,53213,SHIPPED
192425,2019-04-12 04:59:39,93963,49624,IN_PROCESS
999471,2017-11-11 13:28:18,31330,79251,SHIPPED
715832,2019-02-23 14:40:28,39857,90881,IN_PROCESS
902350,2019-10-31 16:22:30,12473,48404,IN_PROCESS
254057,2017-10-19 20:05:24,69342,1207,IN_PROCESS
77315,2020-08-10 12:23:43,3887,85308,DELIVERED
954214,2018-10-17 01:56:13,69995,85187,DELIVERED
789063,2017-11-23 16:29:07,51927,62982,SHIPPED
532846,2017-11-26 09:51:35,80057,80331,IN_PROCESS
517787,2018-11-23 02:20:08,42163,92482,DELIVERED
158223,2020-04-04 18:25:46,69590,15507,REQUESTED
102825,2019-07-04 09:01:50,48701,48301,REQUESTED
256010,2020-03-08 10:42:00,73418,61293,SHIPPED
3315,2019-06-04 00:49:33,96165,10510,REQUESTED
871925,2018-06-17 06:23:01,53760,11509,REQUESTED
933243,2018-07-27 22:30:05,78291,42685,SHIPPED
780420,2020-02-01 23:30:12,82730,48818,REQUESTED
536379,2020-07-10 10:42:46,63318,31477,IN_PROCESS
228911,2018-06-12 22:28:46,75099,77624,DELIVERED
56283,2019-05-13 06:10:35,22220,38514,REQUESTED
39146,2020-08-28 04:05:26,56854,32012,REQUESTED
18237,2019-03-10 23:13:28,7714,83753,SHIPPED
182824,2019-07-03 03:54:59,51901,52256,IN_PROCESS
484034,2020-02-27 21:37:20,3497,31015,IN_PROCESS
85513,2018-11-15 20:09:57,29757,20645,REQUESTED
369619,2019-06-16 18:52:03,16563,23653,IN_PROCESS
759294,2020-01-07 13:09:23,91614,84823,DELIVERED
809512,2018-06-10 04:18:32,52529,20111,SHIPPED
97057,2018-10-26 02:45:25,31115,29871,IN_PROCESS
956204,2020-06-18 03:41:45,21820,21247,IN_PROCESS
979210,2018-03-13 11:13:32,49235,88887,SHIPPED
186285,2018-11-27 16:34:58,23222,13531,IN_PROCESS
7824,2019-02-09 05:31:57,54867,65418,SHIPPED
164238,2019-05-10 15:02:27,69185,2466,IN_PROCESS
291015,2019-12-14 01:02:41,42719,43129,IN_PROCESS
696645,2018-02-18 07:45:16,15321,13558,SHIPPED
808766,2018-01-26 00:12:20,48288,35773,REQUESTED
33267,2018-09-28 06:41:45,76007,82430,REQUESTED
920049,2019-12-31 12:24:10,82605,80101,IN_PROCESS
108078,2020-08-04 12:27:16,68784,59892,SHIPPED
247018,2019-04-11 13:36:51,71364,34523,DELIVERED
471029,2020-08-20 09:39:16,76180,73595,DELIVERED
66825,2020-07-21 23:35:00,21179,55974,IN_PROCESS
60068,2019-03-16 13:14:02,35412,73107,REQUESTED
744609,2018-05-09 05:31:53,2130,51490,SHIPPED
898530,2018-07-06 13:59:21,67274,34146,SHIPPED
351652,2017-12-05 13:02:09,57996,95359,IN_PROCESS
683064,2019-01-13 00:48:26,67092,38499,REQUESTED
288078,2018-05-17 12:06:31,3001,40340,SHIPPED
350655,2020-06-15 20:38:47,5368,62450,DELIVERED
394503,2019-08-20 14:27:53,21090,90103,DELIVERED
985756,2019-08-09 10:25:56,84621,28237,SHIPPED
699322,2020-02-02 12:30:09,47084,57488,IN_PROCESS
754525,2020-01-09 23:05:47,57579,43478,DELIVERED
195926,2018-02-27 07:59:01,16779,78478,IN_PROCESS
458499,2018-10-23 04:39:13,42316,62266,SHIPPED
244242,2019-04-08 18:10:09,35327,70866,REQUESTED
756541,2019-04-06 07:10:20,88034,4598,SHIPPED
133071,2018-02-26 14:01:34,23198,63705,IN_PROCESS
356374,2018-07-04 08:26:47,56007,15862,IN_PROCESS
10381,2018-01-26 08:45:30,40187,54049,DELIVERED
610149,2018-11-18 16:03:34,23902,49904,DELIVERED
737333,2018-07-07 10:08:29,57449,83242,SHIPPED
861523,2020-03-31 10:34:28,14006,54614,REQUESTED
894289,2018-03-14 11:44:23,59542,70267,REQUESTED
514592,2020-05-27 10:50:56,49012,78521,SHIPPED
827271,2018-09-18 13:18:17,17829,29565,SHIPPED
468219,2019-12-18 01:40:37,41649,47517,DELIVERED
833116,2019-03-23 22:52:22,55017,52429,REQUESTED
142280,2018-02-04 09:38:00,76952,43511,SHIPPED
613044,2018-12-19 12:06:29,35225,33284,DELIVERED
898031,2017-10-29 08:53:46,35308,55014,SHIPPED
404361,2018-02-09 15:30:36,21225,46837,SHIPPED
284584,2019-01-18 16:42:34,46238,29868,DELIVERED
33074,2017-11-24 07:55:59,71875,97022,SHIPPED
515178,2019-04-20 03:28:07,41038,92996,DELIVERED
25097,2018-10-10 19:06:28,94890,28911,SHIPPED
958432,2020-07-21 11:42:06,55611,69662,SHIPPED
270215,2019-10-29 09:04:26,99074,21433,IN_PROCESS
724054,2019-12-07 03:02:50,86298,69366,SHIPPED
413656,2018-10-20 12:59:48,55974,34203,IN_PROCESS
714761,2019-08-31 01:04:44,65202,85483,REQUESTED
21264,2019-05-02 20:26:43,4420,21450,DELIVERED
440792,2020-02-22 23:18:31,70167,34008,SHIPPED
877842,2019-06-24 14:42:32,17014,31588,REQUESTED
149863,2020-07-20 09:09:15,48922,6793,IN_PROCESS
921417,2018-06-06 00:04:19,92234,88264,DELIVERED
705483,2020-02-17 08:15:29,38191,23868,REQUESTED
819342,2018-02-27 16:55:56,2276,5959,SHIPPED
892069,2020-03-12 23:01:02,52644,34915,REQUESTED
550277,2020-04-10 20:53:26,80258,687,IN_PROCESS
89958,2019-01-17 09:34:32,32952,2234,DELIVERED
292724,2018-04-06 20:30:57,78241,40743,DELIVERED
704700,2020-03-11 03:02:50,29180,63122,SHIPPED
121931,2019-01-01 03:33:43,60917,32197,IN_PROCESS
322045,2020-02-04 23:22:45,42389,56232,REQUESTED
514371,2017-11-22 13:06:42,66129,92376,SHIPPED
192134,2019-03-02 01:15:55,16491,98157,IN_PROCESS
798576,2019-10-06 02:32:21,58523,780,DELIVERED
265574,2019-07-11 23:17:38,46785,27591,IN_PROCESS
831933,2019-05-27 05:10:02,47602,99795,REQUESTED
351125,2019-11-26 07:54:59,17551,55957,REQUESTED
414397,2020-06-13 04:26:27,29563,93385,SHIPPED
866897,2019-10-19 17:12:02,50350,53466,REQUESTED
915255,2017-10-25 22:11:10,61762,16695,REQUESTED
964684,2017-11-02 15:53:29,39187,19746,SHIPPED
822810,2019-02-05 03:23:29,24345,90526,SHIPPED
29289,2019-01-29 02:28:12,3237,98356,IN_PROCESS
82150,2019-01-31 23:13:16,76881,5048,DELIVERED
489544,2020-08-04 10:59:44,46099,81286,DELIVERED
261538,2020-07-05 08:55:30,78638,87582,IN_PROCESS
308737,2019-04-28 01:15:00,61532,96535,SHIPPED
634078,2018-06-13 11:29:21,37428,18390,IN_PROCESS
487820,2019-04-19 00:18:08,1999,27261,SHIPPED
816358,2019-03-15 03:17:46,95400,17767,IN_PROCESS
806029,2018-07-15 12:56:35,21873,26766,SHIPPED
817659,2018-02-10 16:30:04,45418,98182,REQUESTED
876808,2019-12-19 02:16:33,42203,79032,SHIPPED
977477,2020-03-16 01:40:11,44500,61775,DELIVERED
103805,2018-11-14 01:27:54,79276,66443,REQUESTED
751882,2018-01-11 22:40:31,17654,26215,REQUESTED
984463,2019-03-20 22:13:46,62897,71872,IN_PROCESS
159997,2020-01-23 00:35:42,55679,57623,REQUESTED
472335,2019-06-18 17:35:42,72256,9799,DELIVERED
40075,2018-05-29 03:35:23,90704,7934,REQUESTED
625716,2017-11-09 12:53:07,66970,78238,DELIVERED
754629,2020-08-09 01:27:50,7384,50740,REQUESTED
932717,2020-06-24 19:05:50,16204,29253,REQUESTED
519160,2019-12-21 09:34:20,97869,92677,SHIPPED
546346,2019-01-05 22:57:21,69587,43531,IN_PROCESS
372743,2019-04-29 01:53:50,69288,94071,REQUESTED
822927,2019-01-29 08:41:43,46392,9671,SHIPPED
617010,2019-07-20 02:01:16,46095,2935,REQUESTED
613061,2020-07-25 01:38:17,54356,35078,SHIPPED
469738,2019-10-08 00:15:32,51942,53186,IN_PROCESS
342294,2018-01-08 11:12:32,28297,31761,SHIPPED
43250,2018-07-06 15:07:38,26668,51803,IN_PROCESS
207531,2018-12-20 12:34:29,19898,65100,SHIPPED
955994,2017-11-08 21:17:37,95031,83548,IN_PROCESS
821002,2018-05-29 04:17:09,68392,85056,DELIVERED
634550,2020-08-28 11:47:55,24031,79681,IN_PROCESS
897550,2019-01-17 15:18:47,67235,44136,REQUESTED
423929,2018-12-08 07:36:09,21852,31576,SHIPPED
599911,2018-02-24 23:07:06,55739,82706,REQUESTED
824351,2018-01-03 13:29:00,42711,69639,DELIVERED
6574,2018-10-20 10:51:07,42642,82265,IN_PROCESS
497376,2020-04-22 18:43:02,80609,66090,DELIVERED
312600,2019-11-13 09:46:28,40195,90387,DELIVERED
489682,2019-02-05 23:35:27,2364,88735,IN_PROCESS
288289,2018-09-14 05:58:43,37235,92369,SHIPPED
453766,2019-06-27 06:10:41,70195,31426,IN_PROCESS
376104,2018-03-02 01:46:56,31272,78251,REQUESTED
459754,2019-04-11 23:42:15,48467,6263,SHIPPED
996388,2019-03-19 08:51:04,70990,95256,IN_PROCESS
324741,2020-01-15 08:32:06,52844,87000,IN_PROCESS
786644,2018-09-10 20:12:34,33913,11839,REQUESTED
778578,2020-01-07 05:47:50,91071,64625,SHIPPED
892334,2018-04-01 00:19:04,19659,58753,REQUESTED
644601,2020-07-18 05:18:24,32424,67012,SHIPPED
328774,2017-12-07 02:28:02,67577,88773,SHIPPED
